Project Name,Package Name,Architecture Smell,Cause of the Smell
TweetLanes-1.4.1,org.tweetalib.android,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TwitterModifyStatuses; TwitterFetchResult; TwitterFetchUsers; TwitterFetchUsers.FetchUsersTaskOutput; TwitterFetchUser; TwitterFetchUser.FetchUserTaskOutput; TwitterModifyDirectMessages; TwitterModifyDirectMessages.ModifyDirectMessagesTaskOutput; TwitterPaging; TwitterContentHandle; TwitterManager; TwitterConstant; TwitterModifyStatuses.ModifyStatusesTaskOutput; TwitterFetchLists; ConnectionStatus; TwitterFetchStatus; TwitterFetchStatus.FetchStatusTaskInput; TwitterFetchBooleans; TwitterFetchBooleans.FetchBooleanTaskInput; TwitterFetchUsers.FetchUsersTaskInput; TwitterFetchUser.FetchUserTaskInput; TwitterFetchStatus.FetchStatusTaskOutput; TwitterFetchBooleans.FetchBooleanTaskOutput; TwitterSignIn; TwitterContentHandleBase]; [TwitterModifyStatuses.ModifyStatusesWorkerCallbacks]; [TwitterModifyStatuses.FinishedCallbackInterface]; [TwitterModifyStatuses.FinishedCallback]; [TwitterModifyStatuses.FinishedDeleteCallback]; [TwitterModifyStatuses.ModifyStatusesTaskInput]; [TwitterModifyStatuses.ModifyStatusesTask]; [TwitterFetchLists.FetchListsWorkerCallbacks]; [TwitterFetchLists.FinishedCallbackInterface]; [TwitterFetchLists.FinishedCallback]; [TwitterFetchLists.FetchListsTaskInput]; [TwitterFetchLists.FetchListsTaskOutput]; [TwitterFetchLists.FetchListsTask]; [ConnectionStatus.Callbacks]; [TwitterFetchStatus.FetchStatusWorkerCallbacks]; [TwitterFetchStatus.FinishedCallbackInterface]; [TwitterFetchStatus.FinishedCallback]; [TwitterFetchStatus.FetchStatusTask]; [TwitterFetchBooleans.FetchBooleansWorkerCallbacks]; [TwitterFetchBooleans.FinishedCallbackInterface]; [TwitterFetchBooleans.FinishedCallback]; [TwitterFetchBooleans.FetchBooleanTask]; [TwitterSignIn.SignInWorkerCallbacks]; [TwitterSignIn.GetAuthUrlCallbackInterface]; [TwitterSignIn.GetAuthUrlCallback]; [TwitterSignIn.GetOAuthAccessTokenCallbackInterface]; [TwitterSignIn.GetOAuthAccessTokenCallback]; [TwitterSignIn.FetchAuthUrlTaskInput]; [TwitterSignIn.FetchAuthUrlTaskOutput]; [TwitterSignIn.FetchAuthUrlTask]; [TwitterSignIn.FetchOAuthAccessTokenTaskInput]; [TwitterSignIn.FetchOAuthAccessTokenTaskOutput]; [TwitterSignIn.FetchOAuthAccessTokenTask]; [TwitterUtil]; [TwitterFetchUsers.FetchUsersWorkerCallbacks]; [TwitterFetchUsers.FinishedCallbackInterface]; [TwitterFetchUsers.FinishedCallback]; [TwitterFetchUsers.FetchUsersTask]; [TwitterFetchUser.FetchUserWorkerCallbacks]; [TwitterFetchUser.FinishedCallbackInterface]; [TwitterFetchUser.FinishedCallback]; [TwitterFetchUser.FetchUserTask]; [TwitterModifyDirectMessages.ModifyDirectMessagesWorkerCallbacks]; [TwitterModifyDirectMessages.FinishedCallbackInterface]; [TwitterModifyDirectMessages.FinishedCallback]; [TwitterModifyDirectMessages.ModifyDirectMessagesTaskInput]; [TwitterModifyDirectMessages.ModifyDirectMessagesTask]; [TwitterManager.ProfileImageSize]; [TwitterConstant.ContentType]; [TwitterConstant.DirectMessagesType]; [TwitterConstant.BooleanType]; [TwitterConstant.StatusType]; [TwitterConstant.StatusesType]; [TwitterConstant.UsersType]. LCC (Lack of Component Cohesion) = 0.69
TweetLanes-1.4.1,org.tweetalib.android,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.tweetalib.android; org.tweetalib.android.callback; org.tweetalib.android
TweetLanes-1.4.1,org.tweetalib.android.fetch,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TwitterFetchStatuses]; [TwitterFetchStatuses.FetchStatusesWorkerCallbacks]; [TwitterFetchStatuses.FetchStatusesTaskInput]; [TwitterFetchStatuses.FetchStatusesTaskOutput]; [TwitterFetchStatuses.FetchStatusesTask]; [TwitterFetchDirectMessages]; [TwitterFetchDirectMessages.FetchMessagesWorkerCallbacks]; [TwitterFetchDirectMessages.FetchDirectMessagesTaskInput]; [TwitterFetchDirectMessages.FetchDirectMessagesTaskOutput]; [TwitterFetchDirectMessages.FetchStatusesTask]. LCC (Lack of Component Cohesion) = 1.0
TweetLanes-1.4.1,org.tweetalib.android.model,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.appdotnet4j.model; org.tweetalib.android; org.socialnetlib.android
TweetLanes-1.4.1,org.tweetalib.android.model,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TwitterUsers; TwitterUser; TwitterStatus; TwitterMediaEntity; TwitterDirectMessage; TwitterStatusesFilter; TwitterStatuses; TwitterDirectMessagesHandle; TwitterDirectMessages]; [TwitterStatusesFilter.FilterType]; [TwitterIds]; [TwitterStatusUpdate]; [TwitterMediaEntity.Source]; [TwitterMediaEntity.Size]; [TwitterDirectMessage.MessageType]; [TwitterLists; TwitterList]; [TwitterStatuses.AddUserCallback]; [TwitterDirectMessages.Conversation]; [TwitterDirectMessages.AddUserCallback]. LCC (Lack of Component Cohesion) = 0.55
TweetLanes-1.4.1,com.twitter,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Regex; Extractor; Validator; Autolink]; [HitHighlighter]; [Autolink.LinkAttributeModifier]; [Autolink.LinkTextModifier]; [Extractor.Entity]; [Extractor.Type]; [Extractor.IndexConverter]. LCC (Lack of Component Cohesion) = 0.7
TweetLanes-1.4.1,com.tweetlanes.android.core.widget.viewpagerindicator,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [UnderlinePageIndicator; PageIndicator; ListTabPageIndicator; TitleProvider; TabPageIndicator; TabPageIndicator.TabView]; [UnderlinePageIndicator.SavedState]; [TabPageIndicator.TabCallbacks]; [ListTabPageIndicator.TabView]; [ListTabPageIndicator.ListArrayAdapter]. LCC (Lack of Component Cohesion) = 0.5
TweetLanes-1.4.1,com.tweetlanes.android.core.widget.urlimageviewhelper,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [SoftReferenceHashTable; UrlImageCache; UrlImageViewHelper; UrlLruCache; UrlImageViewCallback; HttpUrlDownloader; Constants; UrlDownloader; ContentUrlDownloader; ContactContentUrlDownloader; FileUrlDownloader; UrlImageViewHelper.Loader; LruCache]; [UrlDownloader.UrlDownloaderCallback]; [DiskLruCache]; [DiskLruCache.Snapshot]; [DiskLruCache.Editor]; [DiskLruCache.FaultHidingOutputStream]; [DiskLruCache.Entry]; [UrlImageViewHelper.RequestPropertiesCallback]; [UrlImageViewHelper.ZombieDrawable; WrapperDrawable]. LCC (Lack of Component Cohesion) = 0.41
TweetLanes-1.4.1,com.tweetlanes.android.core.widget.pulltorefresh,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.tweetlanes.android.core.widget.pulltorefresh.internal
TweetLanes-1.4.1,com.tweetlanes.android.core.widget.pulltorefresh,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [PullToRefreshBase; PullToRefreshAdapterViewBase; PullToRefreshListView]; [PullToRefreshBase.SmoothScrollRunnable]; [PullToRefreshBase.OnRefreshListener]; [PullToRefreshBase.OnLastItemVisibleListener]; [PullToRefreshListView.InternalListView]. LCC (Lack of Component Cohesion) = 0.71
TweetLanes-1.4.1,com.tweetlanes.android.core.widget.pulltorefresh,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.tweetlanes.android.core.widget.pulltorefresh; com.tweetlanes.android.core.widget.pulltorefresh.internal; com.tweetlanes.android.core.widget.pulltorefresh
TweetLanes-1.4.1,com.tweetlanes.android.core.util,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.tweetlanes.android.core
TweetLanes-1.4.1,com.tweetlanes.android.core.util,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [LazyImageLoader; Util]; [LazyImageLoader.BitmapDisplayer]; [LazyImageLoader.FileCache]; [LazyImageLoader.ImageLoader]; [LazyImageLoader.ImageToLoad]; [LazyImageLoader.ExpiringBitmap]; [LazyImageLoader.MemoryCache]; [SingleMediaScanner]. LCC (Lack of Component Cohesion) = 0.89
TweetLanes-1.4.1,com.tweetlanes.android.core,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.tweetlanes.android.core.view; com.tweetlanes.android.core.model; org.socialnetlib.android
TweetLanes-1.4.1,com.tweetlanes.android.core,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [SharedPreferencesConstants; Notifier; App; ConsumerKeyConstants; Constant; AppSettings]; [Constant.LaneType]; [Constant.SystemEvent]; [AppSettings.Theme]; [AppSettings.StatusSize]; [AppSettings.ProfileImageSize]; [AppSettings.MediaImageSize]; [AppSettings.QuoteType]; [AppSettings.DisplayTimeFormat]; [AppSettings.DisplayNameFormat]. LCC (Lack of Component Cohesion) = 0.67
TweetLanes-1.4.1,com.tweetlanes.android.core,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.tweetlanes.android.core; com.tweetlanes.android.core.view; com.tweetlanes.android.core
TweetLanes-1.4.1,com.tweetlanes.android.core,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.tweetlanes.android.core; com.tweetlanes.android.core.util; com.tweetlanes.android.core
TweetLanes-1.4.1,com.tweetlanes.android.core,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.tweetlanes.android.core; com.tweetlanes.android.core.model; com.tweetlanes.android.core
TweetLanes-1.4.1,com.tweetlanes.android.core,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.tweetlanes.android.core; com.tweetlanes.android.core.widget.urlimageviewhelper; com.tweetlanes.android.core.util; com.tweetlanes.android.core
TweetLanes-1.4.1,com.tweetlanes.android.core.model,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.socialnetlib.android
TweetLanes-1.4.1,com.tweetlanes.android.core.view,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 77
TweetLanes-1.4.1,com.tweetlanes.android.core.view,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ComposeDirectMessageFragment; BaseLaneActivity; ComposeTweetFragment; ProfileActivity; DirectMessageActivity; ComposeBaseFragment; HomeActivity; BaseLaneFragment; SearchActivity; LoadMoreView; DirectMessageFeedFragment; DirectMessageFeedFragment.DirectMessageConversationListAdapter; TweetFeedFragment; TweetFeedFragment.TweetFeedListAdapter; UserFeedFragment; UserFeedFragment.UserFeedListAdapter; DirectMessageItemView; ConversationView; QuickContactDivot; DirectMessageFeedFragment.ViewHolder; ProfileFragment; TweetFeedItemView; TweetFeedFragment.ViewHolder; TweetSpotlightFragment; TweetSpotlightFragment.TweetFeedListAdapter; ImageViewActivity; TweetFeedItemView.ViewHolder; UserFeedItemView; Divot; TweetSpotlightActivity; DirectMessageItemView.ViewHolder; LoadingFragment; PlaceholderPagerFragment]; [InflatedLayoutFragment; TutorialActivity; TutorialActivity.TutorialLaneAdapter]; [InflatedLayoutFragment.Callback]; [AlarmReceiver]; [LoadMoreView.Mode]; [DirectMessageFeedFragment.MultipleDirectMessageSelectionCallback]; [TweetFeedItemView.Callbacks]; [TweetSpotlightActivity.TweetSpotlightAdapter]; [AppDotNetAuthActivity]; [AppDotNetAuthActivity.VerifyCredentialsTask]; [BootActivity]; [DeviceBootReciever]; [TweetFeedFragment.ScrollDirection]; [TweetFeedFragment.ScrollTracker]; [TweetFeedFragment.ItemSelectedState]; [TweetFeedFragment.MultipleTweetSelectionCallback]; [UserFeedFragment.MultipleUserSelectionCallback]; [UserFeedFragment.UserFeedItemViewCallbacks]; [DirectMessageItemView.DirectMessageItemViewCallbacks]; [ProfileActivity.ProfileAdapter]; [ConversationView.Callbacks]; [DirectMessageActivity.DirectMessageLaneAdapter]; [TwitterAuthActivity]; [ComposeBaseFragment.ComposeListener]; [ComposeBaseFragment.AutoCompleteMentionAdapter]; [ComposeBaseFragment.UserHolder]; [ComposeBaseFragment.AutoCompleteHashtagAdapter]; [ComposeBaseFragment.HashtagHolder]; [ComposeBaseFragment.SortUserName]; [ComposeBaseFragment.SortAlpha]; [HomeActivity.HomeLaneAdapter]; [HomeActivity.AccountAdapter]; [HomeActivity.AccountData]; [HomeActivity.AccountHolder]; [BaseLaneFragment.InitialDownloadState]; [BaseLaneFragment.ConfigureBundleListener]; [DeleteNotificationsReceiver]; [SettingsActivity]; [SettingsActivity.LaneCustomizationAdapter]; [SettingsActivity.AccountRemovalAdapter]; [SettingsActivity.AccountHolder]; [SearchActivity.SearchAdapter]; [NewAccountActivity]. LCC (Lack of Component Cohesion) = 0.56
